Review_ID,Employee_ID,Quarter,Perf_Score,Goals_Met_Pct,Manager_Rating,Training_Hrs,Projects_Done
REV05613,EMP0795,2023-Q4,3.9,65,3.8,4,0
REV05614,EMP0795,2024-Q1,3.3,83,3.9,13,2
REV05615,EMP0795,2024-Q2,2.8,69,3.5,18,3
REV05616,EMP0795,2024-Q3,1.4,77,2.5,19,4
REV05617,EMP0795,2024-Q4,3.1,53,3.0,25,2
REV05618,EMP0796,2023-Q1,3.0,78,3.2,27,5
REV05619,EMP0796,2023-Q2,3.5,87,2.8,5,3
REV05620,EMP0796,2023-Q3,3.1,55,3.0,7,6
REV05621,EMP0796,2023-Q4,3.0,71,2.6,15,5
REV05622,EMP0796,2024-Q1,2.0,86,4.5,25,5
REV05623,EMP0796,2024-Q2,2.5,70,4.9,35,6
REV05624,EMP0796,2024-Q3,3.5,76,4.3,4,5
REV05625,EMP0796,2024-Q4,4.4,86,4.8,2,0
REV05626,EMP0797,2024-Q4,3.1,100,4.6,7,2
REV05627,EMP0798,2023-Q1,3.4,83,4.0,13,1
REV05628,EMP0798,2023-Q2,3.9,73,2.8,34,3
REV05629,EMP0798,2023-Q3,2.6,95,4.3,25,0
REV05630,EMP0798,2023-Q4,3.5,56,4.5,32,2
REV05631,EMP0798,2024-Q1,2.7,70,4.4,1,1
REV05632,EMP0798,2024-Q2,3.8,87,3.3,30,1
REV05633,EMP0798,2024-Q3,3.3,100,3.8,6,0
REV05634,EMP0798,2024-Q4,3.4,54,3.0,18,6
REV05635,EMP0799,2023-Q1,2.7,72,4.6,6,4
REV05636,EMP0799,2023-Q2,3.7,55,4.8,35,0
REV05637,EMP0799,2023-Q3,4.7,74,4.4,5,4
REV05638,EMP0799,2023-Q4,2.5,68,4.0,37,0
REV05639,EMP0799,2024-Q1,3.0,62,4.8,40,6
REV05640,EMP0799,2024-Q2,3.4,96,3.4,22,2
REV05641,EMP0799,2024-Q3,3.8,57,3.9,37,1
REV05642,EMP0799,2024-Q4,2.8,86,3.5,28,0
REV05643,EMP0800,2023-Q1,1.2,82,3.6,31,0
REV05644,EMP0800,2023-Q2,4.2,80,2.5,0,5
REV05645,EMP0800,2023-Q3,3.7,69,4.0,9,4
REV05646,EMP0800,2023-Q4,2.0,63,4.3,35,5
REV05647,EMP0800,2024-Q1,2.8,100,4.6,23,0
REV05648,EMP0800,2024-Q2,4.3,81,4.8,6,4
REV05649,EMP0800,2024-Q3,4.2,77,2.7,37,1
REV05650,EMP0800,2024-Q4,3.9,63,4.5,4,6
REV05651,EMP0801,2023-Q1,3.1,62,3.2,22,1
REV05652,EMP0801,2023-Q2,3.3,58,2.6,16,0
REV05653,EMP0801,2023-Q3,3.1,92,2.6,13,3
REV05654,EMP0801,2023-Q4,4.0,93,2.7,30,3
REV05655,EMP0801,2024-Q1,2.6,73,3.8,22,3
REV05656,EMP0801,2024-Q2,2.6,59,4.3,16,4
REV05657,EMP0801,2024-Q3,3.9,50,3.5,6,0
REV05658,EMP0801,2024-Q4,3.2,94,4.8,11,3
REV05659,EMP0802,2023-Q1,4.2,100,4.9,8,5
REV05660,EMP0802,2023-Q2,2.7,52,4.1,3,3
REV05661,EMP0802,2023-Q3,3.2,87,5.0,23,0
REV05662,EMP0802,2023-Q4,2.6,77,3.3,5,1
REV05663,EMP0802,2024-Q1,3.2,57,2.8,27,0
REV05664,EMP0802,2024-Q2,2.2,91,2.7,5,0
REV05665,EMP0802,2024-Q3,2.9,92,4.3,14,6
REV05666,EMP0802,2024-Q4,2.2,93,4.0,38,1
REV05667,EMP0803,2023-Q1,3.7,62,2.6,20,2
REV05668,EMP0803,2023-Q2,3.7,87,4.7,32,6
REV05669,EMP0803,2023-Q3,2.0,81,4.0,8,0
REV05670,EMP0803,2023-Q4,4.1,77,4.5,14,0
REV05671,EMP0803,2024-Q1,4.9,100,3.2,21,4
REV05672,EMP0803,2024-Q2,3.2,77,3.9,32,5
REV05673,EMP0803,2024-Q3,2.1,56,4.6,37,5
REV05674,EMP0803,2024-Q4,4.5,56,3.9,25,6
REV05675,EMP0804,2023-Q1,2.3,85,2.6,18,2
REV05676,EMP0804,2023-Q2,3.2,51,3.4,5,0
REV05677,EMP0804,2023-Q3,3.3,59,4.4,13,6
REV05678,EMP0804,2023-Q4,4.1,77,2.5,7,3
REV05679,EMP0804,2024-Q1,3.5,100,3.2,6,5
REV05680,EMP0804,2024-Q2,2.9,85,4.4,16,2
REV05681,EMP0804,2024-Q3,2.5,97,4.5,26,6
REV05682,EMP0804,2024-Q4,3.0,52,4.7,4,5
REV05683,EMP0805,2023-Q1,2.5,89,3.7,6,2
REV05684,EMP0805,2023-Q2,3.2,52,4.5,35,6
REV05685,EMP0805,2023-Q3,2.8,65,3.2,36,2
REV05686,EMP0805,2023-Q4,2.2,66,3.2,22,0
REV05687,EMP0805,2024-Q1,4.1,75,2.5,21,6
REV05688,EMP0805,2024-Q2,2.9,82,2.6,8,5
REV05689,EMP0805,2024-Q3,2.3,79,3.2,25,3
REV05690,EMP0805,2024-Q4,3.1,88,3.9,39,5
REV05691,EMP0806,2023-Q1,3.2,84,4.8,22,4
REV05692,EMP0806,2023-Q2,2.0,91,2.6,16,1
REV05693,EMP0806,2023-Q3,3.4,88,5.0,5,2
REV05694,EMP0806,2023-Q4,2.5,59,4.2,1,2
REV05695,EMP0806,2024-Q1,4.4,89,3.4,28,3
REV05696,EMP0806,2024-Q2,3.6,61,3.3,12,5
REV05697,EMP0806,2024-Q3,2.2,84,3.2,25,6
REV05698,EMP0806,2024-Q4,2.2,55,4.7,22,1
REV05699,EMP0807,2023-Q1,3.1,52,2.7,18,3
REV05700,EMP0807,2023-Q2,3.6,58,3.8,40,3
REV05701,EMP0807,2023-Q3,3.2,57,3.7,18,5
REV05702,EMP0807,2023-Q4,3.0,95,3.4,33,2
REV05703,EMP0807,2024-Q1,3.2,87,4.8,8,6
REV05704,EMP0807,2024-Q2,2.8,93,3.5,38,6
REV05705,EMP0807,2024-Q3,3.0,78,4.9,5,0
REV05706,EMP0807,2024-Q4,1.7,98,3.5,8,6
REV05707,EMP0808,2023-Q1,3.9,96,3.9,27,0
REV05708,EMP0808,2023-Q2,3.4,99,3.0,38,4
REV05709,EMP0808,2023-Q3,2.7,58,3.2,25,4
REV05710,EMP0808,2023-Q4,4.5,88,4.8,26,3
REV05711,EMP0808,2024-Q1,3.3,91,2.6,25,2
REV05712,EMP0808,2024-Q2,2.5,74,2.9,31,5
REV05713,EMP0808,2024-Q3,3.3,93,3.2,10,0
REV05714,EMP0808,2024-Q4,2.7,81,4.9,13,0
REV05715,EMP0809,2023-Q2,3.5,95,4.8,20,1
REV05716,EMP0809,2023-Q3,2.9,67,2.9,12,2
REV05717,EMP0809,2023-Q4,3.5,59,3.4,24,6
REV05718,EMP0809,2024-Q1,3.0,52,2.5,20,5
REV05719,EMP0809,2024-Q2,3.6,83,4.6,19,4
REV05720,EMP0809,2024-Q3,1.4,54,3.6,6,2
REV05721,EMP0809,2024-Q4,2.1,53,3.3,9,0
REV05722,EMP0810,2024-Q3,4.4,90,3.4,14,2
REV05723,EMP0810,2024-Q4,2.7,62,4.4,12,5
REV05724,EMP0811,2023-Q4,2.8,57,3.8,23,3
REV05725,EMP0811,2024-Q1,2.9,51,3.3,39,1
REV05726,EMP0811,2024-Q2,2.3,68,4.2,15,1
REV05727,EMP0811,2024-Q3,1.7,58,4.3,7,0
REV05728,EMP0811,2024-Q4,3.0,88,2.7,9,4
REV05729,EMP0812,2023-Q1,3.3,67,4.8,14,5
REV05730,EMP0812,2023-Q2,3.2,56,4.5,17,5
REV05731,EMP0812,2023-Q3,3.1,91,4.5,17,6
REV05732,EMP0812,2023-Q4,3.2,51,4.5,34,6
REV05733,EMP0812,2024-Q1,3.9,81,3.8,16,5
REV05734,EMP0812,2024-Q2,3.1,62,4.2,40,3
REV05735,EMP0812,2024-Q3,2.8,80,4.0,34,1
REV05736,EMP0812,2024-Q4,3.0,94,4.7,2,6
REV05737,EMP0813,2023-Q1,3.6,59,2.7,7,3
REV05738,EMP0813,2023-Q2,4.2,83,2.9,5,1
REV05739,EMP0813,2023-Q3,2.8,81,4.1,36,6
REV05740,EMP0813,2023-Q4,3.3,93,4.8,33,0
REV05741,EMP0813,2024-Q1,3.4,82,2.8,0,0
REV05742,EMP0813,2024-Q2,2.5,93,3.9,9,6
REV05743,EMP0813,2024-Q3,2.8,76,3.4,29,4
REV05744,EMP0813,2024-Q4,1.5,98,4.5,13,5
REV05745,EMP0814,2023-Q1,2.0,71,3.4,30,3
REV05746,EMP0814,2023-Q2,3.5,68,4.4,22,6
REV05747,EMP0814,2023-Q3,2.9,58,3.5,19,4
REV05748,EMP0814,2023-Q4,3.3,83,4.9,9,1
REV05749,EMP0814,2024-Q1,3.2,97,4.4,31,6
REV05750,EMP0814,2024-Q2,2.5,90,2.9,19,2
REV05751,EMP0814,2024-Q3,3.2,97,3.0,40,2
REV05752,EMP0814,2024-Q4,2.3,62,3.3,4,3
REV05753,EMP0815,2023-Q1,4.2,83,4.2,11,4
REV05754,EMP0815,2023-Q2,2.3,51,3.3,15,2
REV05755,EMP0815,2023-Q3,3.1,71,3.4,35,5
REV05756,EMP0815,2023-Q4,2.5,83,3.0,30,1
REV05757,EMP0815,2024-Q1,3.6,50,5.0,28,3
REV05758,EMP0815,2024-Q2,3.0,80,3.6,24,5
REV05759,EMP0815,2024-Q3,2.8,52,3.8,34,4
REV05760,EMP0815,2024-Q4,3.8,81,3.2,32,3
REV05761,EMP0816,2023-Q1,3.2,55,4.3,8,0
REV05762,EMP0816,2023-Q2,3.6,90,3.7,13,0
REV05763,EMP0816,2023-Q3,2.5,93,4.6,13,5
REV05764,EMP0816,2023-Q4,2.2,74,3.9,38,1
REV05765,EMP0816,2024-Q1,3.3,56,3.4,8,3
REV05766,EMP0816,2024-Q2,3.0,58,2.7,2,3
REV05767,EMP0816,2024-Q3,3.6,68,4.3,5,2
REV05768,EMP0816,2024-Q4,3.1,100,4.9,14,0
REV05769,EMP0817,2023-Q3,3.3,90,4.5,0,6
REV05770,EMP0817,2023-Q4,2.1,74,2.7,18,2
REV05771,EMP0817,2024-Q1,4.5,59,4.0,38,3
REV05772,EMP0817,2024-Q2,3.1,69,3.4,29,2
REV05773,EMP0817,2024-Q3,3.7,67,4.8,13,0
REV05774,EMP0817,2024-Q4,2.6,88,4.5,30,0
REV05775,EMP0818,2023-Q1,3.4,57,4.2,23,1
REV05776,EMP0818,2023-Q2,2.3,64,4.5,17,6
REV05777,EMP0818,2023-Q3,3.5,87,4.8,10,4
REV05778,EMP0818,2023-Q4,3.0,77,4.6,29,0
REV05779,EMP0818,2024-Q1,3.2,55,2.6,2,5
REV05780,EMP0818,2024-Q2,3.7,63,4.5,19,1
REV05781,EMP0818,2024-Q3,2.3,68,3.3,38,3
REV05782,EMP0818,2024-Q4,2.7,73,4.3,34,5
REV05783,EMP0819,2023-Q1,3.5,72,4.5,26,5
REV05784,EMP0819,2023-Q2,4.7,54,4.3,33,4
REV05785,EMP0819,2023-Q3,3.1,55,4.6,30,4
REV05786,EMP0819,2023-Q4,3.6,75,2.6,8,0
REV05787,EMP0819,2024-Q1,3.1,73,3.9,9,3
REV05788,EMP0819,2024-Q2,4.6,88,3.1,29,3
REV05789,EMP0819,2024-Q3,2.0,64,3.8,31,2
REV05790,EMP0819,2024-Q4,3.3,87,4.7,13,1
REV05791,EMP0820,2023-Q1,2.1,57,2.9,11,1
REV05792,EMP0820,2023-Q2,1.4,88,3.3,35,0
REV05793,EMP0820,2023-Q3,3.4,78,2.5,28,1
REV05794,EMP0820,2023-Q4,3.3,93,2.8,19,5
REV05795,EMP0820,2024-Q1,3.0,97,4.7,33,1
REV05796,EMP0820,2024-Q2,3.1,75,3.9,19,3
REV05797,EMP0820,2024-Q3,4.5,81,3.1,29,0
REV05798,EMP0820,2024-Q4,2.6,74,3.5,22,3
REV05799,EMP0821,2023-Q1,3.6,50,2.5,28,3
REV05800,EMP0821,2023-Q2,2.7,95,2.8,35,6
REV05801,EMP0821,2023-Q3,3.4,59,2.8,11,6
REV05802,EMP0821,2023-Q4,3.0,93,4.1,8,0
REV05803,EMP0821,2024-Q1,2.9,87,4.6,13,6
REV05804,EMP0821,2024-Q2,4.5,82,3.5,34,1
REV05805,EMP0821,2024-Q3,4.0,80,3.9,16,6
REV05806,EMP0821,2024-Q4,3.3,78,2.8,16,5
REV05807,EMP0822,2023-Q1,1.6,100,3.0,13,1
REV05808,EMP0822,2023-Q2,2.9,50,4.8,23,5
REV05809,EMP0822,2023-Q3,5.0,87,5.0,27,4
REV05810,EMP0822,2023-Q4,3.0,60,4.2,2,3
REV05811,EMP0822,2024-Q1,4.0,75,4.2,25,0
REV05812,EMP0822,2024-Q2,4.2,67,3.9,14,0
REV05813,EMP0822,2024-Q3,3.4,61,3.0,16,1
REV05814,EMP0822,2024-Q4,2.6,71,3.8,17,4
REV05815,EMP0823,2023-Q1,1.5,85,2.7,33,5
REV05816,EMP0823,2023-Q2,3.7,69,5.0,27,2
REV05817,EMP0823,2023-Q3,2.6,56,2.9,16,1
REV05818,EMP0823,2023-Q4,3.3,57,2.6,24,5
REV05819,EMP0823,2024-Q1,2.3,65,3.7,5,3
REV05820,EMP0823,2024-Q2,3.0,98,4.3,19,4
REV05821,EMP0823,2024-Q3,3.2,95,4.3,14,6
REV05822,EMP0823,2024-Q4,3.4,74,3.1,33,0
REV05823,EMP0824,2023-Q1,2.4,55,4.2,21,4
REV05824,EMP0824,2023-Q2,4.0,72,4.8,35,6
REV05825,EMP0824,2023-Q3,2.8,90,4.3,36,2
REV05826,EMP0824,2023-Q4,2.0,60,2.7,15,3
REV05827,EMP0824,2024-Q1,3.1,86,4.4,6,1
REV05828,EMP0824,2024-Q2,3.2,98,4.6,12,5
REV05829,EMP0824,2024-Q3,2.8,86,3.7,31,3
REV05830,EMP0824,2024-Q4,3.6,83,3.7,31,2
REV05831,EMP0825,2023-Q1,3.0,86,3.0,35,3
REV05832,EMP0825,2023-Q2,3.1,54,3.0,19,0
REV05833,EMP0825,2023-Q3,2.4,81,3.1,38,0
REV05834,EMP0825,2023-Q4,3.8,87,3.4,35,0
REV05835,EMP0825,2024-Q1,3.3,85,4.1,19,1
REV05836,EMP0825,2024-Q2,2.9,77,4.5,8,1
REV05837,EMP0825,2024-Q3,1.5,88,2.5,31,6
REV05838,EMP0825,2024-Q4,3.7,73,4.7,2,0
REV05839,EMP0826,2023-Q3,2.3,54,2.7,39,0
REV05840,EMP0826,2023-Q4,2.8,71,3.3,0,2
REV05841,EMP0826,2024-Q1,3.5,68,3.0,12,3
REV05842,EMP0826,2024-Q2,2.4,66,3.7,10,6
REV05843,EMP0826,2024-Q3,2.2,54,3.2,37,4
REV05844,EMP0826,2024-Q4,1.7,50,2.7,33,3
REV05845,EMP0827,2023-Q1,3.7,56,4.5,24,6
REV05846,EMP0827,2023-Q2,2.8,66,4.6,38,0
REV05847,EMP0827,2023-Q3,5.0,69,4.6,38,4
REV05848,EMP0827,2023-Q4,2.5,55,3.4,30,1
REV05849,EMP0827,2024-Q1,2.6,83,4.2,1,3
REV05850,EMP0827,2024-Q2,2.8,79,4.0,36,3
REV05851,EMP0827,2024-Q3,3.4,79,4.2,24,3
REV05852,EMP0827,2024-Q4,2.9,61,4.9,37,5
REV05853,EMP0828,2023-Q1,3.6,75,2.8,11,6
REV05854,EMP0828,2023-Q2,2.5,62,3.6,27,2
REV05855,EMP0828,2023-Q3,2.2,64,4.2,3,2
REV05856,EMP0828,2023-Q4,1.9,82,4.5,36,4
REV05857,EMP0828,2024-Q1,1.6,78,5.0,17,2
REV05858,EMP0828,2024-Q2,2.8,89,5.0,6,5
REV05859,EMP0828,2024-Q3,2.3,91,3.4,28,4
REV05860,EMP0828,2024-Q4,2.4,99,4.7,29,0
REV05861,EMP0829,2023-Q1,4.1,57,2.8,21,2
REV05862,EMP0829,2023-Q2,4.1,93,4.0,29,5
REV05863,EMP0829,2023-Q3,3.0,81,3.0,11,5
REV05864,EMP0829,2023-Q4,1.9,76,2.5,37,3
REV05865,EMP0829,2024-Q1,2.8,82,3.4,32,4
REV05866,EMP0829,2024-Q2,2.8,94,3.8,35,3
REV05867,EMP0829,2024-Q3,2.7,98,2.7,33,2
REV05868,EMP0829,2024-Q4,2.7,93,4.0,12,2
REV05869,EMP0830,2023-Q1,2.7,82,3.4,30,6
REV05870,EMP0830,2023-Q2,2.9,87,3.2,13,5
REV05871,EMP0830,2023-Q3,2.8,62,5.0,26,2
REV05872,EMP0830,2023-Q4,3.3,67,4.7,3,1
REV05873,EMP0830,2024-Q1,3.5,74,3.0,31,3
REV05874,EMP0830,2024-Q2,2.6,81,4.1,22,4
REV05875,EMP0830,2024-Q3,4.1,75,4.5,16,5
REV05876,EMP0830,2024-Q4,2.5,71,3.8,24,3
REV05877,EMP0831,2023-Q1,2.1,89,3.1,37,5
REV05878,EMP0831,2023-Q2,3.5,66,4.9,5,2
REV05879,EMP0831,2023-Q3,2.6,72,4.6,15,2
REV05880,EMP0831,2023-Q4,3.4,78,4.8,20,5
REV05881,EMP0831,2024-Q1,1.5,52,4.3,8,2
REV05882,EMP0831,2024-Q2,4.2,51,4.4,15,3
REV05883,EMP0831,2024-Q3,3.7,81,2.9,0,4
REV05884,EMP0831,2024-Q4,2.1,96,3.2,33,4
REV05885,EMP0832,2023-Q1,2.2,75,3.3,14,5
REV05886,EMP0832,2023-Q2,4.4,89,3.1,1,1
REV05887,EMP0832,2023-Q3,2.7,78,4.5,22,2
REV05888,EMP0832,2023-Q4,2.6,85,4.7,2,6
REV05889,EMP0832,2024-Q1,1.6,80,3.8,23,1
REV05890,EMP0832,2024-Q2,3.0,84,3.0,34,2
REV05891,EMP0832,2024-Q3,3.0,75,4.0,11,5
REV05892,EMP0832,2024-Q4,3.7,88,2.8,26,4
REV05893,EMP0833,2023-Q1,2.2,74,3.3,33,0
REV05894,EMP0833,2023-Q2,2.1,94,4.8,1,3
REV05895,EMP0833,2023-Q3,3.5,64,3.6,3,6
REV05896,EMP0833,2023-Q4,3.9,67,2.7,0,5
REV05897,EMP0833,2024-Q1,2.1,74,3.0,16,6
REV05898,EMP0833,2024-Q2,4.0,51,3.3,2,6
REV05899,EMP0833,2024-Q3,3.2,97,4.7,26,2
REV05900,EMP0833,2024-Q4,4.0,83,3.1,34,3
REV05901,EMP0834,2023-Q1,3.2,90,4.0,13,1
REV05902,EMP0834,2023-Q2,1.4,68,4.8,29,2
REV05903,EMP0834,2023-Q3,3.1,91,3.6,25,6
REV05904,EMP0834,2023-Q4,3.9,77,4.4,15,1
REV05905,EMP0834,2024-Q1,2.6,58,4.8,12,6
REV05906,EMP0834,2024-Q2,2.9,100,3.9,30,2
REV05907,EMP0834,2024-Q3,3.1,57,3.3,9,6
REV05908,EMP0834,2024-Q4,1.2,53,4.3,36,2
REV05909,EMP0835,2023-Q3,4.4,54,2.6,5,0
REV05910,EMP0835,2023-Q4,2.6,61,4.1,27,0
REV05911,EMP0835,2024-Q1,3.6,80,4.5,7,5
REV05912,EMP0835,2024-Q2,3.1,88,3.3,25,2
REV05913,EMP0835,2024-Q3,4.1,83,3.2,29,3
REV05914,EMP0835,2024-Q4,3.5,86,4.1,12,4
REV05915,EMP0836,2023-Q1,3.0,62,5.0,1,3
REV05916,EMP0836,2023-Q2,2.6,55,3.2,13,2
REV05917,EMP0836,2023-Q3,3.8,78,4.7,23,2
REV05918,EMP0836,2023-Q4,1.9,95,4.9,33,4
REV05919,EMP0836,2024-Q1,3.7,63,4.6,1,6
REV05920,EMP0836,2024-Q2,2.4,72,4.2,11,3
REV05921,EMP0836,2024-Q3,4.1,52,3.0,29,0
REV05922,EMP0836,2024-Q4,3.3,96,3.5,33,3
REV05923,EMP0837,2023-Q1,3.7,71,3.6,30,0
REV05924,EMP0837,2023-Q2,3.3,80,2.7,34,5
REV05925,EMP0837,2023-Q3,2.0,57,4.9,38,1
REV05926,EMP0837,2023-Q4,2.6,65,4.7,25,0
REV05927,EMP0837,2024-Q1,3.7,63,3.9,8,1
REV05928,EMP0837,2024-Q2,3.3,81,3.7,23,4
REV05929,EMP0837,2024-Q3,4.0,91,4.0,19,5
REV05930,EMP0837,2024-Q4,3.5,56,4.2,13,1
REV05931,EMP0838,2023-Q1,2.5,81,3.5,32,3
REV05932,EMP0838,2023-Q2,2.6,50,3.3,32,6
REV05933,EMP0838,2023-Q3,3.3,50,3.7,4,6
REV05934,EMP0838,2023-Q4,1.6,52,4.1,25,6
REV05935,EMP0838,2024-Q1,4.4,91,3.4,1,6
REV05936,EMP0838,2024-Q2,3.5,77,3.2,31,0
REV05937,EMP0838,2024-Q3,3.3,83,3.0,34,5
REV05938,EMP0838,2024-Q4,1.5,78,3.8,17,4
REV05939,EMP0839,2023-Q1,4.1,62,4.5,14,2
REV05940,EMP0839,2023-Q2,4.8,83,4.6,22,3
REV05941,EMP0839,2023-Q3,2.3,63,3.6,21,5
REV05942,EMP0839,2023-Q4,3.7,68,4.2,0,6
REV05943,EMP0839,2024-Q1,3.2,68,4.7,39,1
REV05944,EMP0839,2024-Q2,2.1,80,3.0,3,4
REV05945,EMP0839,2024-Q3,3.2,57,4.7,35,6
REV05946,EMP0839,2024-Q4,3.1,65,4.5,24,6
REV05947,EMP0840,2023-Q1,2.8,66,3.1,5,3
REV05948,EMP0840,2023-Q2,4.0,81,4.4,20,5
REV05949,EMP0840,2023-Q3,2.0,89,3.8,17,2
REV05950,EMP0840,2023-Q4,2.2,67,4.7,35,4
REV05951,EMP0840,2024-Q1,3.3,92,3.9,20,5
REV05952,EMP0840,2024-Q2,3.2,87,3.0,12,1
REV05953,EMP0840,2024-Q3,2.7,90,2.6,40,2
REV05954,EMP0840,2024-Q4,3.8,77,2.5,21,1
REV05955,EMP0841,2024-Q4,3.1,89,4.5,7,5
REV05956,EMP0842,2023-Q1,3.8,73,2.9,2,1
REV05957,EMP0842,2023-Q2,3.1,88,4.9,39,3
REV05958,EMP0842,2023-Q3,3.6,74,3.0,1,4
REV05959,EMP0842,2023-Q4,2.9,60,4.8,22,6
REV05960,EMP0842,2024-Q1,4.6,75,3.4,0,1
REV05961,EMP0842,2024-Q2,2.6,51,3.6,37,0
REV05962,EMP0842,2024-Q3,4.7,72,3.2,3,6
REV05963,EMP0842,2024-Q4,3.2,61,4.2,13,1
REV05964,EMP0843,2023-Q4,2.2,51,2.8,40,4
REV05965,EMP0843,2024-Q1,4.2,72,3.0,35,2
REV05966,EMP0843,2024-Q2,3.3,50,2.6,8,1
REV05967,EMP0843,2024-Q3,3.8,55,4.2,34,1
REV05968,EMP0843,2024-Q4,4.1,94,2.6,24,4
REV05969,EMP0844,2023-Q1,3.4,58,4.5,3,2
REV05970,EMP0844,2023-Q2,2.8,83,4.7,2,4
REV05971,EMP0844,2023-Q3,3.9,65,4.8,3,2
REV05972,EMP0844,2023-Q4,3.2,69,3.8,28,1
REV05973,EMP0844,2024-Q1,3.7,83,3.4,31,4
REV05974,EMP0844,2024-Q2,1.7,78,4.7,37,6
REV05975,EMP0844,2024-Q3,3.5,83,4.9,9,2
REV05976,EMP0844,2024-Q4,2.8,95,3.3,20,1
REV05977,EMP0845,2024-Q3,4.4,83,4.6,23,6
REV05978,EMP0845,2024-Q4,3.6,55,3.8,31,1
REV05979,EMP0846,2023-Q1,3.4,93,3.0,32,6
REV05980,EMP0846,2023-Q2,3.5,58,3.6,17,6
REV05981,EMP0846,2023-Q3,2.5,58,4.0,6,4
REV05982,EMP0846,2023-Q4,4.3,71,3.0,23,2
REV05983,EMP0846,2024-Q1,4.6,91,3.7,26,6
REV05984,EMP0846,2024-Q2,3.5,83,4.5,5,2
REV05985,EMP0846,2024-Q3,3.6,87,2.6,3,4
REV05986,EMP0846,2024-Q4,2.4,77,4.3,39,2
REV05987,EMP0847,2023-Q1,2.6,69,3.2,32,3
REV05988,EMP0847,2023-Q2,3.2,74,2.8,21,0
REV05989,EMP0847,2023-Q3,3.5,95,4.4,32,4
REV05990,EMP0847,2023-Q4,2.9,68,4.0,7,5
REV05991,EMP0847,2024-Q1,3.6,70,4.3,32,4
REV05992,EMP0847,2024-Q2,3.4,58,4.1,18,3
REV05993,EMP0847,2024-Q3,2.5,95,3.2,15,2
REV05994,EMP0847,2024-Q4,3.6,51,3.6,26,4
REV05995,EMP0848,2023-Q1,3.8,73,3.4,22,4
REV05996,EMP0848,2023-Q2,3.3,94,4.5,13,2
REV05997,EMP0848,2023-Q3,4.0,71,3.8,4,6
REV05998,EMP0848,2023-Q4,2.3,53,3.8,8,5
REV05999,EMP0848,2024-Q1,3.5,59,3.6,21,2
REV06000,EMP0848,2024-Q2,2.4,78,4.4,28,5
REV06001,EMP0848,2024-Q3,2.4,81,4.8,17,2
REV06002,EMP0848,2024-Q4,2.8,86,4.7,23,2
REV06003,EMP0849,2023-Q1,2.5,95,2.8,13,4
REV06004,EMP0849,2023-Q2,2.8,78,2.9,18,5
REV06005,EMP0849,2023-Q3,3.1,87,4.5,15,3
REV06006,EMP0849,2023-Q4,3.8,88,3.7,2,0
REV06007,EMP0849,2024-Q1,3.0,81,2.7,18,6
REV06008,EMP0849,2024-Q2,2.1,71,4.7,38,2
REV06009,EMP0849,2024-Q3,3.4,69,3.9,26,3
REV06010,EMP0849,2024-Q4,1.9,96,4.6,6,3
REV06011,EMP0850,2023-Q1,3.2,77,2.8,36,2
REV06012,EMP0850,2023-Q2,3.5,100,3.6,31,0
REV06013,EMP0850,2023-Q3,3.3,59,3.3,37,1
REV06014,EMP0850,2023-Q4,4.0,71,4.8,10,6
REV06015,EMP0850,2024-Q1,3.5,78,3.6,16,4
REV06016,EMP0850,2024-Q2,2.6,96,4.5,24,2
REV06017,EMP0850,2024-Q3,4.4,59,4.8,9,3
REV06018,EMP0850,2024-Q4,3.0,80,3.5,12,6
REV06019,EMP0851,2023-Q1,3.1,54,4.9,23,0
REV06020,EMP0851,2023-Q2,3.9,94,4.1,17,0
REV06021,EMP0851,2023-Q3,3.4,81,4.8,40,6
REV06022,EMP0851,2023-Q4,3.5,53,2.6,18,2
REV06023,EMP0851,2024-Q1,4.9,71,3.9,18,2
REV06024,EMP0851,2024-Q2,3.0,72,4.1,21,6
REV06025,EMP0851,2024-Q3,3.0,73,4.8,11,0
REV06026,EMP0851,2024-Q4,3.3,77,5.0,13,1
REV06027,EMP0852,2024-Q2,4.0,73,4.5,30,5
REV06028,EMP0852,2024-Q3,2.1,98,3.5,32,0
REV06029,EMP0852,2024-Q4,1.8,85,4.6,39,2
REV06030,EMP0853,2024-Q1,2.8,98,2.5,37,0
REV06031,EMP0853,2024-Q2,2.1,51,3.8,3,2
REV06032,EMP0853,2024-Q3,2.9,62,2.7,5,2
REV06033,EMP0853,2024-Q4,3.6,71,4.2,35,2
REV06034,EMP0854,2023-Q1,2.6,99,2.9,40,5
REV06035,EMP0854,2023-Q2,2.2,87,3.6,14,1
REV06036,EMP0854,2023-Q3,3.2,75,3.9,2,6
REV06037,EMP0854,2023-Q4,3.8,89,4.2,15,6
REV06038,EMP0854,2024-Q1,2.0,54,4.2,26,0
REV06039,EMP0854,2024-Q2,3.8,83,3.9,33,4
REV06040,EMP0854,2024-Q3,3.2,91,4.2,5,0
REV06041,EMP0854,2024-Q4,3.4,100,4.4,12,4
REV06042,EMP0855,2023-Q1,4.1,55,2.7,23,6
REV06043,EMP0855,2023-Q2,4.7,63,2.9,10,3
REV06044,EMP0855,2023-Q3,3.0,68,2.6,39,5
REV06045,EMP0855,2023-Q4,3.3,62,4.2,15,5
REV06046,EMP0855,2024-Q1,2.9,63,4.9,27,1
REV06047,EMP0855,2024-Q2,3.2,81,4.0,11,0
