Training_ID,Employee_ID,Course_Name,Provider,Completion_Date,Duration_Hrs,Score_Pct,Certified
TRN02300,EMP0745,Data Visualization,Coursera,2026-03-07,12,62,No
TRN02301,EMP0745,Cybersecurity Basics,Udemy,2024-02-14,20,76,No
TRN02302,EMP0746,SQL Mastery,Udemy,2025-10-25,4,63,Yes
TRN02303,EMP0746,Design Thinking,LinkedIn Learning,2023-11-04,40,71,No
TRN02304,EMP0746,Agile & Scrum,LinkedIn Learning,2024-07-31,20,76,No
TRN02305,EMP0747,Cybersecurity Basics,Pluralsight,2023-10-23,20,70,Yes
TRN02306,EMP0748,Python for Data,Internal L&D,2024-06-11,8,96,Yes
TRN02307,EMP0748,Excel Advanced,Udemy,2025-06-14,8,80,Yes
TRN02308,EMP0748,SQL Mastery,Udemy,2025-08-30,12,91,Yes
TRN02309,EMP0749,Cybersecurity Basics,Pluralsight,2024-03-16,24,78,Yes
TRN02310,EMP0750,ML Fundamentals,Udemy,2023-04-11,4,87,Yes
TRN02311,EMP0750,Design Thinking,Udemy,2023-11-22,20,73,Yes
TRN02312,EMP0751,Data Visualization,Internal L&D,2023-10-05,16,88,No
TRN02313,EMP0751,SQL Mastery,Coursera,2025-09-16,4,91,Yes
TRN02314,EMP0751,Communication Skills,Coursera,2025-11-28,8,99,Yes
TRN02315,EMP0752,Agile & Scrum,LinkedIn Learning,2023-12-13,8,73,No
TRN02316,EMP0752,Cybersecurity Basics,Udemy,2023-09-21,12,75,No
TRN02317,EMP0753,Leadership 101,Internal L&D,2024-01-12,24,79,No
TRN02318,EMP0753,Cybersecurity Basics,Coursera,2024-10-15,24,61,No
TRN02319,EMP0753,Design Thinking,Coursera,2024-10-02,40,88,No
TRN02320,EMP0753,ML Fundamentals,Coursera,2025-08-31,20,70,Yes
TRN02321,EMP0754,ML Fundamentals,Udemy,2024-11-20,12,84,Yes
TRN02322,EMP0755,Communication Skills,Udemy,2025-05-13,8,98,No
TRN02323,EMP0756,Agile & Scrum,Pluralsight,2025-09-05,40,78,No
TRN02324,EMP0757,Leadership 101,Udemy,2024-06-24,8,68,No
TRN02325,EMP0757,Cybersecurity Basics,Udemy,2025-09-08,8,88,Yes
TRN02326,EMP0758,ML Fundamentals,LinkedIn Learning,2024-09-01,4,78,No
TRN02327,EMP0758,Cybersecurity Basics,Udemy,2026-03-08,40,91,No
TRN02328,EMP0758,SQL Mastery,Internal L&D,2025-03-17,20,60,No
TRN02329,EMP0758,Leadership 101,LinkedIn Learning,2025-11-14,12,65,No
TRN02330,EMP0759,Cloud AWS,Coursera,2023-04-13,12,89,No
TRN02331,EMP0759,Agile & Scrum,Coursera,2025-06-05,24,80,Yes
TRN02332,EMP0759,DevOps CI/CD,LinkedIn Learning,2024-06-23,8,97,Yes
TRN02333,EMP0759,Design Thinking,Udemy,2024-10-06,12,77,Yes
TRN02334,EMP0760,Cybersecurity Basics,Pluralsight,2025-04-30,12,60,No
TRN02335,EMP0760,Data Visualization,Internal L&D,2025-01-16,40,76,No
TRN02336,EMP0760,SQL Mastery,Udemy,2023-12-09,24,80,No
TRN02337,EMP0761,DevOps CI/CD,Internal L&D,2025-08-20,8,82,Yes
TRN02338,EMP0762,Cybersecurity Basics,Internal L&D,2024-03-25,8,61,No
TRN02339,EMP0763,Power BI,Internal L&D,2025-09-30,4,76,No
TRN02340,EMP0763,React JS,Pluralsight,2025-12-05,8,78,No
TRN02341,EMP0764,Leadership 101,Pluralsight,2024-08-04,4,80,No
TRN02342,EMP0764,Communication Skills,Pluralsight,2024-01-04,24,63,Yes
TRN02343,EMP0764,SQL Mastery,Pluralsight,2024-03-30,4,90,Yes
TRN02344,EMP0764,Data Visualization,Pluralsight,2026-01-27,20,71,Yes
TRN02345,EMP0764,DevOps CI/CD,Coursera,2023-12-26,12,71,Yes
TRN02346,EMP0765,Power BI,Pluralsight,2024-10-17,40,69,Yes
TRN02347,EMP0766,Power BI,Pluralsight,2023-09-20,8,63,Yes
TRN02348,EMP0766,Cloud AWS,Internal L&D,2023-12-29,20,97,Yes
TRN02349,EMP0766,Project Management,Udemy,2025-01-10,4,61,Yes
TRN02350,EMP0767,Leadership 101,Pluralsight,2024-01-09,40,83,No
TRN02351,EMP0767,Project Management,Pluralsight,2026-02-18,20,75,No
TRN02352,EMP0768,Cybersecurity Basics,Udemy,2024-03-16,16,62,Yes
TRN02353,EMP0768,Design Thinking,Udemy,2024-03-20,12,63,Yes
TRN02354,EMP0768,DevOps CI/CD,Internal L&D,2025-11-30,24,62,Yes
TRN02355,EMP0768,Power BI,Udemy,2025-12-16,40,94,Yes
TRN02356,EMP0768,Cloud AWS,Internal L&D,2023-11-08,40,82,Yes
TRN02357,EMP0769,ML Fundamentals,Internal L&D,2023-05-03,20,92,No
TRN02358,EMP0769,Data Visualization,Pluralsight,2024-03-02,24,63,No
TRN02359,EMP0769,Leadership 101,Coursera,2025-04-08,4,71,Yes
TRN02360,EMP0769,Cloud AWS,Pluralsight,2025-08-06,16,62,Yes
TRN02361,EMP0770,Excel Advanced,Pluralsight,2024-10-31,4,66,No
TRN02362,EMP0770,DevOps CI/CD,Coursera,2025-05-09,20,63,Yes
TRN02363,EMP0770,Cybersecurity Basics,Internal L&D,2024-12-01,40,92,No
TRN02364,EMP0770,Project Management,Udemy,2025-11-26,8,82,Yes
TRN02365,EMP0770,Cloud AWS,Coursera,2024-01-29,12,98,No
TRN02366,EMP0771,Cloud AWS,Udemy,2024-01-08,20,88,No
TRN02367,EMP0771,ML Fundamentals,Internal L&D,2023-09-05,12,79,Yes
TRN02368,EMP0771,Cybersecurity Basics,Pluralsight,2025-03-01,24,99,No
TRN02369,EMP0771,Agile & Scrum,Internal L&D,2023-09-20,40,97,No
TRN02370,EMP0771,DevOps CI/CD,Internal L&D,2026-01-17,4,62,No
TRN02371,EMP0772,Excel Advanced,Coursera,2023-07-11,8,83,Yes
TRN02372,EMP0773,Communication Skills,Udemy,2025-03-21,20,69,Yes
TRN02373,EMP0773,React JS,Internal L&D,2024-04-07,8,77,Yes
TRN02374,EMP0774,Design Thinking,LinkedIn Learning,2025-01-21,20,94,No
TRN02375,EMP0774,Power BI,Internal L&D,2024-08-25,40,67,No
TRN02376,EMP0774,SQL Mastery,Udemy,2025-11-15,4,84,Yes
TRN02377,EMP0775,Data Visualization,LinkedIn Learning,2024-01-29,40,67,Yes
TRN02378,EMP0776,Design Thinking,LinkedIn Learning,2023-11-26,20,69,No
TRN02379,EMP0776,ML Fundamentals,LinkedIn Learning,2025-02-21,4,90,Yes
TRN02380,EMP0776,Excel Advanced,Udemy,2025-06-20,24,84,No
TRN02381,EMP0776,Data Visualization,LinkedIn Learning,2023-12-07,12,74,Yes
TRN02382,EMP0776,DevOps CI/CD,Udemy,2025-10-14,12,61,Yes
TRN02383,EMP0777,Excel Advanced,Pluralsight,2023-08-02,4,66,Yes
TRN02384,EMP0778,Agile & Scrum,LinkedIn Learning,2024-10-12,8,70,No
TRN02385,EMP0778,ML Fundamentals,LinkedIn Learning,2024-09-30,20,80,Yes
TRN02386,EMP0778,Leadership 101,Pluralsight,2026-01-26,4,97,No
TRN02387,EMP0778,Design Thinking,Pluralsight,2025-02-10,40,80,Yes
TRN02388,EMP0779,Excel Advanced,Udemy,2025-07-04,20,95,Yes
TRN02389,EMP0779,SQL Mastery,Udemy,2024-10-09,12,98,No
TRN02390,EMP0779,Data Visualization,Pluralsight,2024-05-29,4,78,No
TRN02391,EMP0779,Cloud AWS,Coursera,2026-03-15,4,98,Yes
TRN02392,EMP0780,Python for Data,Internal L&D,2025-02-01,16,99,Yes
TRN02393,EMP0781,ML Fundamentals,Coursera,2025-06-28,16,97,Yes
TRN02394,EMP0781,Cybersecurity Basics,Internal L&D,2025-06-02,12,61,Yes
TRN02395,EMP0781,Agile & Scrum,Coursera,2025-10-07,12,60,No
TRN02396,EMP0781,Design Thinking,Pluralsight,2023-05-31,24,87,No
TRN02397,EMP0781,React JS,Coursera,2026-02-25,4,63,No
TRN02398,EMP0782,SQL Mastery,Internal L&D,2025-05-14,12,66,Yes
TRN02399,EMP0782,Python for Data,LinkedIn Learning,2024-03-03,40,61,No
TRN02400,EMP0782,Excel Advanced,LinkedIn Learning,2024-06-19,24,91,No
TRN02401,EMP0782,DevOps CI/CD,Pluralsight,2024-10-13,12,82,Yes
TRN02402,EMP0783,Agile & Scrum,Internal L&D,2025-02-14,12,96,Yes
TRN02403,EMP0783,SQL Mastery,LinkedIn Learning,2025-11-07,20,66,Yes
TRN02404,EMP0783,ML Fundamentals,Internal L&D,2026-02-28,20,92,Yes
TRN02405,EMP0783,Data Visualization,Coursera,2025-11-21,24,100,No
TRN02406,EMP0783,Communication Skills,Udemy,2024-03-31,4,65,No
TRN02407,EMP0784,Power BI,Udemy,2023-05-22,16,100,Yes
TRN02408,EMP0785,Cybersecurity Basics,Udemy,2025-02-03,12,93,Yes
TRN02409,EMP0785,Communication Skills,Coursera,2023-11-30,8,88,No
TRN02410,EMP0785,Leadership 101,Internal L&D,2023-10-24,12,66,Yes
TRN02411,EMP0785,Agile & Scrum,Internal L&D,2026-01-29,40,77,No
TRN02412,EMP0786,Cloud AWS,Internal L&D,2025-09-12,40,61,Yes
TRN02413,EMP0786,Communication Skills,LinkedIn Learning,2024-01-15,40,82,No
TRN02414,EMP0787,Data Visualization,LinkedIn Learning,2024-09-12,12,82,No
TRN02415,EMP0787,Project Management,Internal L&D,2025-03-28,4,98,No
TRN02416,EMP0787,SQL Mastery,Coursera,2024-09-07,20,99,Yes
TRN02417,EMP0787,Leadership 101,Coursera,2024-09-28,4,97,Yes
TRN02418,EMP0788,Cloud AWS,LinkedIn Learning,2025-08-18,8,83,Yes
TRN02419,EMP0788,Power BI,Coursera,2025-08-15,12,75,No
TRN02420,EMP0788,DevOps CI/CD,Udemy,2023-07-13,16,85,No
TRN02421,EMP0789,Project Management,LinkedIn Learning,2024-12-05,8,60,Yes
TRN02422,EMP0789,Data Visualization,Coursera,2025-01-21,16,97,No
TRN02423,EMP0789,Cybersecurity Basics,Coursera,2025-07-12,12,95,Yes
TRN02424,EMP0789,Leadership 101,Coursera,2023-12-30,12,83,Yes
TRN02425,EMP0790,Project Management,Udemy,2025-02-04,4,99,No
TRN02426,EMP0790,ML Fundamentals,Pluralsight,2023-07-14,40,66,Yes
TRN02427,EMP0790,Agile & Scrum,Udemy,2025-11-02,4,86,No
TRN02428,EMP0790,Communication Skills,Udemy,2024-06-01,40,98,Yes
TRN02429,EMP0791,Leadership 101,Coursera,2025-11-05,24,88,Yes
TRN02430,EMP0791,Communication Skills,Internal L&D,2025-03-09,12,92,Yes
TRN02431,EMP0791,Python for Data,Udemy,2023-12-22,40,87,Yes
TRN02432,EMP0792,Data Visualization,LinkedIn Learning,2024-01-10,40,88,Yes
TRN02433,EMP0792,Power BI,Coursera,2023-12-24,8,72,Yes
TRN02434,EMP0793,Python for Data,Udemy,2025-01-29,40,74,Yes
TRN02435,EMP0794,React JS,Internal L&D,2025-11-25,24,79,Yes
TRN02436,EMP0794,DevOps CI/CD,Internal L&D,2023-10-15,20,83,Yes
TRN02437,EMP0794,Cybersecurity Basics,Udemy,2023-11-23,40,64,No
TRN02438,EMP0795,Cloud AWS,LinkedIn Learning,2025-08-02,8,95,No
TRN02439,EMP0795,Cybersecurity Basics,LinkedIn Learning,2024-05-05,24,66,No
TRN02440,EMP0795,ML Fundamentals,Pluralsight,2024-08-02,8,84,No
TRN02441,EMP0795,Agile & Scrum,Pluralsight,2024-02-08,4,82,Yes
TRN02442,EMP0796,Communication Skills,Coursera,2025-05-19,16,72,Yes
TRN02443,EMP0796,Cloud AWS,Coursera,2024-06-03,8,70,Yes
TRN02444,EMP0796,Data Visualization,Internal L&D,2026-02-20,4,89,Yes
TRN02445,EMP0796,ML Fundamentals,Coursera,2026-02-17,8,65,No
TRN02446,EMP0796,Project Management,LinkedIn Learning,2026-01-02,12,65,Yes
TRN02447,EMP0797,SQL Mastery,Pluralsight,2024-04-30,24,72,No
TRN02448,EMP0797,Leadership 101,Coursera,2023-09-12,16,96,Yes
TRN02449,EMP0797,DevOps CI/CD,Pluralsight,2024-12-18,12,81,No
TRN02450,EMP0798,DevOps CI/CD,Pluralsight,2025-05-16,8,82,Yes
TRN02451,EMP0798,Communication Skills,Internal L&D,2025-10-16,40,66,Yes
TRN02452,EMP0798,Cybersecurity Basics,Internal L&D,2023-12-13,24,68,Yes
TRN02453,EMP0798,React JS,Udemy,2024-12-20,12,90,No
TRN02454,EMP0799,Power BI,Internal L&D,2025-03-03,16,82,Yes
TRN02455,EMP0800,Python for Data,Udemy,2024-04-18,12,71,Yes
TRN02456,EMP0800,DevOps CI/CD,Udemy,2025-10-13,4,85,No
TRN02457,EMP0801,Agile & Scrum,Udemy,2025-04-03,4,98,No
TRN02458,EMP0801,DevOps CI/CD,Udemy,2023-08-18,4,64,No
TRN02459,EMP0801,Power BI,Udemy,2024-03-02,16,60,Yes
TRN02460,EMP0802,Communication Skills,Internal L&D,2025-08-31,24,76,Yes
TRN02461,EMP0803,Power BI,Coursera,2023-10-14,16,75,Yes
TRN02462,EMP0804,SQL Mastery,Coursera,2023-11-26,4,76,No
TRN02463,EMP0805,Python for Data,LinkedIn Learning,2024-04-20,24,62,No
TRN02464,EMP0806,Data Visualization,Internal L&D,2025-03-15,4,61,Yes
TRN02465,EMP0806,React JS,Pluralsight,2025-04-08,8,90,Yes
TRN02466,EMP0806,Communication Skills,Udemy,2025-11-01,40,93,Yes
TRN02467,EMP0806,Design Thinking,Pluralsight,2024-04-14,24,98,Yes
TRN02468,EMP0806,ML Fundamentals,Udemy,2025-03-03,40,73,Yes
TRN02469,EMP0807,Cloud AWS,Pluralsight,2023-05-21,16,86,No
TRN02470,EMP0807,ML Fundamentals,LinkedIn Learning,2025-11-08,16,85,No
TRN02471,EMP0807,React JS,LinkedIn Learning,2024-06-15,20,82,Yes
TRN02472,EMP0808,Excel Advanced,Coursera,2024-03-11,40,78,No
TRN02473,EMP0808,SQL Mastery,Udemy,2024-09-17,16,76,Yes
TRN02474,EMP0808,Cloud AWS,Coursera,2025-07-15,4,92,No
TRN02475,EMP0808,Communication Skills,Internal L&D,2023-12-08,20,70,Yes
TRN02476,EMP0808,Agile & Scrum,Udemy,2024-06-16,24,77,No
TRN02477,EMP0809,Design Thinking,LinkedIn Learning,2024-12-18,20,82,No
TRN02478,EMP0809,Cloud AWS,Pluralsight,2024-12-31,12,81,Yes
TRN02479,EMP0809,React JS,LinkedIn Learning,2024-04-02,4,100,No
TRN02480,EMP0809,Project Management,Internal L&D,2024-01-18,20,97,Yes
TRN02481,EMP0809,Power BI,LinkedIn Learning,2024-01-02,16,63,No
TRN02482,EMP0810,Agile & Scrum,Udemy,2023-09-27,12,74,Yes
TRN02483,EMP0811,Communication Skills,Internal L&D,2023-11-28,40,68,Yes
TRN02484,EMP0811,Design Thinking,Pluralsight,2025-03-26,12,76,No
TRN02485,EMP0811,Cloud AWS,Udemy,2025-02-20,24,96,Yes
TRN02486,EMP0811,Power BI,Udemy,2025-09-26,8,60,No
TRN02487,EMP0812,Project Management,Coursera,2025-11-04,20,61,Yes
TRN02488,EMP0812,Power BI,Pluralsight,2024-06-16,12,85,No
TRN02489,EMP0812,React JS,Udemy,2023-07-19,24,90,No
TRN02490,EMP0812,Agile & Scrum,Udemy,2023-11-29,40,98,Yes
TRN02491,EMP0813,Agile & Scrum,Pluralsight,2023-09-24,20,73,No
TRN02492,EMP0813,ML Fundamentals,Coursera,2025-09-28,8,99,No
TRN02493,EMP0813,Leadership 101,Pluralsight,2025-01-24,12,60,No
TRN02494,EMP0813,React JS,Coursera,2025-06-15,20,67,No
TRN02495,EMP0813,Power BI,Coursera,2023-09-30,12,86,Yes
TRN02496,EMP0814,ML Fundamentals,Internal L&D,2024-02-29,4,90,No
TRN02497,EMP0814,Data Visualization,Udemy,2025-11-07,24,71,No
TRN02498,EMP0814,Communication Skills,Udemy,2026-02-04,40,67,No
TRN02499,EMP0814,Power BI,LinkedIn Learning,2025-04-17,16,82,Yes
TRN02500,EMP0815,Excel Advanced,LinkedIn Learning,2024-05-26,24,62,Yes
TRN02501,EMP0815,DevOps CI/CD,LinkedIn Learning,2024-09-18,16,73,Yes
TRN02502,EMP0815,Project Management,Pluralsight,2024-09-22,12,80,No
TRN02503,EMP0816,Design Thinking,Udemy,2024-01-22,8,64,No
TRN02504,EMP0816,Python for Data,Pluralsight,2023-10-28,8,65,Yes
TRN02505,EMP0816,SQL Mastery,Coursera,2025-04-07,20,75,Yes
TRN02506,EMP0817,Excel Advanced,Coursera,2024-02-11,24,71,Yes
TRN02507,EMP0817,ML Fundamentals,Coursera,2024-03-08,24,79,Yes
TRN02508,EMP0817,DevOps CI/CD,Internal L&D,2025-08-26,16,97,No
TRN02509,EMP0817,Cybersecurity Basics,Coursera,2025-07-11,40,93,Yes
TRN02510,EMP0817,Agile & Scrum,Pluralsight,2024-02-25,20,70,No
TRN02511,EMP0818,Project Management,Coursera,2023-04-20,20,90,No
TRN02512,EMP0818,Cloud AWS,Udemy,2025-02-05,24,78,No
TRN02513,EMP0818,Python for Data,Udemy,2025-04-23,24,98,No
TRN02514,EMP0818,Power BI,Pluralsight,2023-05-13,24,67,Yes
TRN02515,EMP0819,Agile & Scrum,LinkedIn Learning,2025-02-14,8,63,Yes
TRN02516,EMP0820,Data Visualization,LinkedIn Learning,2024-05-16,16,76,No
TRN02517,EMP0820,Agile & Scrum,Internal L&D,2024-07-04,16,63,No
TRN02518,EMP0821,Power BI,LinkedIn Learning,2023-05-22,8,100,Yes
TRN02519,EMP0821,Data Visualization,LinkedIn Learning,2026-02-23,8,71,Yes
TRN02520,EMP0821,Communication Skills,Coursera,2024-09-20,40,81,No
TRN02521,EMP0821,Cloud AWS,Udemy,2023-05-14,40,82,No
TRN02522,EMP0822,Agile & Scrum,Internal L&D,2025-01-29,40,82,No
TRN02523,EMP0822,Leadership 101,Coursera,2024-02-15,16,98,No
TRN02524,EMP0822,SQL Mastery,LinkedIn Learning,2023-05-04,12,93,Yes
TRN02525,EMP0823,Python for Data,Pluralsight,2026-01-29,12,97,Yes
TRN02526,EMP0823,Project Management,Pluralsight,2024-02-06,40,94,No
TRN02527,EMP0823,Leadership 101,Internal L&D,2026-02-04,20,93,Yes
TRN02528,EMP0823,Design Thinking,Coursera,2023-06-08,16,100,No
TRN02529,EMP0824,ML Fundamentals,LinkedIn Learning,2025-01-03,24,72,Yes
TRN02530,EMP0824,Data Visualization,LinkedIn Learning,2024-03-28,24,73,No
TRN02531,EMP0825,Cloud AWS,Coursera,2025-09-07,40,74,No
TRN02532,EMP0826,Project Management,Udemy,2026-01-17,12,68,Yes
TRN02533,EMP0827,React JS,LinkedIn Learning,2023-07-23,8,99,No
TRN02534,EMP0828,DevOps CI/CD,Internal L&D,2024-07-13,20,88,No
TRN02535,EMP0829,ML Fundamentals,Pluralsight,2025-05-01,20,66,No
TRN02536,EMP0829,React JS,Pluralsight,2023-05-26,24,82,No
TRN02537,EMP0829,SQL Mastery,Udemy,2024-12-02,20,88,No
TRN02538,EMP0829,Python for Data,Coursera,2024-12-27,4,79,No
TRN02539,EMP0829,Cloud AWS,Coursera,2024-09-20,4,92,No
TRN02540,EMP0830,React JS,Coursera,2025-01-27,24,85,Yes
TRN02541,EMP0830,Excel Advanced,Udemy,2023-11-26,24,72,No
TRN02542,EMP0830,Design Thinking,Pluralsight,2023-06-14,24,64,No
TRN02543,EMP0830,Data Visualization,Pluralsight,2026-03-13,12,60,No
TRN02544,EMP0831,React JS,Udemy,2023-04-29,40,99,No
TRN02545,EMP0831,Communication Skills,Internal L&D,2023-10-27,12,66,No
TRN02546,EMP0831,Cybersecurity Basics,Pluralsight,2024-04-20,40,92,No
TRN02547,EMP0831,Agile & Scrum,Udemy,2025-11-17,16,91,No
TRN02548,EMP0832,SQL Mastery,Udemy,2025-10-02,12,86,No
TRN02549,EMP0832,Communication Skills,Internal L&D,2025-03-09,40,86,Yes
TRN02550,EMP0832,Data Visualization,Internal L&D,2023-10-30,16,78,Yes
TRN02551,EMP0833,SQL Mastery,Coursera,2025-07-13,40,93,No
TRN02552,EMP0833,Power BI,Pluralsight,2025-05-05,8,79,Yes
TRN02553,EMP0833,Cybersecurity Basics,Internal L&D,2023-12-02,16,93,No
TRN02554,EMP0833,DevOps CI/CD,LinkedIn Learning,2026-01-04,20,70,No
TRN02555,EMP0834,Power BI,Udemy,2024-03-25,12,65,Yes
TRN02556,EMP0834,Agile & Scrum,Coursera,2023-09-20,4,70,Yes
TRN02557,EMP0834,Cloud AWS,Coursera,2024-10-05,20,64,No
TRN02558,EMP0834,Cybersecurity Basics,Coursera,2023-07-24,4,65,Yes
TRN02559,EMP0835,Design Thinking,Coursera,2025-10-20,40,79,No
TRN02560,EMP0836,Cybersecurity Basics,LinkedIn Learning,2025-12-03,20,87,Yes
TRN02561,EMP0836,ML Fundamentals,Pluralsight,2024-10-18,8,72,Yes
TRN02562,EMP0836,SQL Mastery,Udemy,2023-08-22,8,76,No
TRN02563,EMP0837,Leadership 101,Pluralsight,2023-05-27,24,91,Yes
TRN02564,EMP0837,Cloud AWS,Pluralsight,2024-04-09,16,93,No
TRN02565,EMP0837,Design Thinking,Internal L&D,2024-10-08,24,72,No
TRN02566,EMP0837,Project Management,LinkedIn Learning,2024-03-06,12,77,Yes
TRN02567,EMP0837,Python for Data,LinkedIn Learning,2025-11-06,4,71,No
TRN02568,EMP0838,DevOps CI/CD,LinkedIn Learning,2025-06-30,16,87,Yes
TRN02569,EMP0838,SQL Mastery,Coursera,2025-12-21,40,71,No
TRN02570,EMP0838,Power BI,Udemy,2023-12-31,40,75,Yes
TRN02571,EMP0838,Data Visualization,Pluralsight,2025-09-18,4,92,No
TRN02572,EMP0838,Design Thinking,Udemy,2024-06-05,40,79,No
TRN02573,EMP0839,Agile & Scrum,LinkedIn Learning,2023-07-10,20,71,Yes
TRN02574,EMP0839,Excel Advanced,Udemy,2026-02-20,24,80,No
TRN02575,EMP0839,Project Management,Pluralsight,2026-01-27,4,68,No
TRN02576,EMP0840,Python for Data,Pluralsight,2024-05-19,16,68,No
TRN02577,EMP0840,Leadership 101,Pluralsight,2024-10-22,20,78,Yes
TRN02578,EMP0840,Project Management,LinkedIn Learning,2025-10-29,20,63,No
TRN02579,EMP0841,Project Management,LinkedIn Learning,2024-07-29,16,100,Yes
TRN02580,EMP0841,Data Visualization,Internal L&D,2023-05-12,40,87,Yes
TRN02581,EMP0841,SQL Mastery,Pluralsight,2023-12-26,8,93,Yes
TRN02582,EMP0842,Power BI,Coursera,2023-05-04,24,100,Yes
TRN02583,EMP0843,Project Management,Internal L&D,2024-01-15,24,77,No
TRN02584,EMP0843,ML Fundamentals,LinkedIn Learning,2025-01-07,8,60,Yes
TRN02585,EMP0843,Python for Data,Udemy,2024-04-10,8,67,Yes
TRN02586,EMP0843,Communication Skills,Pluralsight,2023-11-03,16,99,Yes
TRN02587,EMP0843,Power BI,Udemy,2025-01-20,40,94,Yes
TRN02588,EMP0844,Cybersecurity Basics,Udemy,2024-03-11,16,69,Yes
TRN02589,EMP0844,Leadership 101,LinkedIn Learning,2024-09-17,8,77,Yes
TRN02590,EMP0845,React JS,Pluralsight,2026-03-16,24,65,No
TRN02591,EMP0845,Python for Data,Pluralsight,2024-10-12,20,70,Yes
TRN02592,EMP0845,ML Fundamentals,Udemy,2024-05-02,8,71,No
TRN02593,EMP0845,Agile & Scrum,Internal L&D,2025-06-23,4,98,No
TRN02594,EMP0846,Python for Data,Pluralsight,2023-10-15,40,92,No
TRN02595,EMP0847,Leadership 101,Udemy,2024-07-13,16,80,Yes
TRN02596,EMP0847,SQL Mastery,Coursera,2024-09-19,12,82,No
TRN02597,EMP0848,Project Management,Internal L&D,2023-06-02,24,63,No
TRN02598,EMP0848,Leadership 101,Pluralsight,2026-01-08,40,76,No
TRN02599,EMP0848,React JS,Udemy,2024-03-29,24,81,No
TRN02600,EMP0849,Python for Data,Internal L&D,2024-09-05,20,83,Yes
TRN02601,EMP0849,Agile & Scrum,Pluralsight,2024-06-13,40,88,No
TRN02602,EMP0850,Leadership 101,Coursera,2023-07-21,16,60,Yes
TRN02603,EMP0850,Cybersecurity Basics,Coursera,2025-10-23,16,75,No
TRN02604,EMP0851,Project Management,LinkedIn Learning,2026-03-03,16,91,Yes
TRN02605,EMP0851,Design Thinking,LinkedIn Learning,2025-11-19,40,74,Yes
TRN02606,EMP0851,Data Visualization,Udemy,2025-02-14,8,92,Yes
TRN02607,EMP0851,ML Fundamentals,Internal L&D,2023-06-21,8,75,No
TRN02608,EMP0852,Data Visualization,Internal L&D,2024-11-18,24,89,No
TRN02609,EMP0853,Excel Advanced,Udemy,2025-11-09,24,93,Yes
TRN02610,EMP0854,Cybersecurity Basics,Coursera,2025-11-05,20,100,No
TRN02611,EMP0854,Power BI,Udemy,2024-10-30,20,62,No
TRN02612,EMP0855,Leadership 101,Udemy,2025-10-22,12,87,Yes
TRN02613,EMP0855,Cloud AWS,Internal L&D,2024-08-20,16,69,Yes
TRN02614,EMP0856,Project Management,Coursera,2023-08-14,4,88,No
TRN02615,EMP0857,Data Visualization,Internal L&D,2025-11-02,40,78,No
TRN02616,EMP0857,Cybersecurity Basics,Udemy,2025-04-29,4,62,No
TRN02617,EMP0857,Communication Skills,Internal L&D,2024-12-17,40,79,No
TRN02618,EMP0858,Design Thinking,Coursera,2026-01-05,4,85,No
TRN02619,EMP0858,Excel Advanced,Internal L&D,2026-03-04,40,92,Yes
TRN02620,EMP0858,DevOps CI/CD,Udemy,2023-05-13,40,70,No
TRN02621,EMP0858,ML Fundamentals,Pluralsight,2024-01-08,8,60,Yes
TRN02622,EMP0858,React JS,Pluralsight,2024-06-18,8,79,Yes
TRN02623,EMP0859,Project Management,Coursera,2024-05-11,20,100,Yes
TRN02624,EMP0859,Design Thinking,Coursera,2024-07-19,20,60,Yes
TRN02625,EMP0859,SQL Mastery,LinkedIn Learning,2024-10-08,8,66,Yes
TRN02626,EMP0859,Data Visualization,Internal L&D,2024-06-29,4,69,No
TRN02627,EMP0859,Cybersecurity Basics,Coursera,2024-10-11,20,92,Yes
TRN02628,EMP0860,ML Fundamentals,Pluralsight,2025-11-08,8,68,Yes
TRN02629,EMP0860,Project Management,Pluralsight,2024-01-03,40,90,Yes
TRN02630,EMP0860,Cybersecurity Basics,Pluralsight,2024-01-24,20,75,No
TRN02631,EMP0860,Data Visualization,Udemy,2023-10-15,24,62,No
TRN02632,EMP0860,Excel Advanced,Udemy,2023-06-08,12,87,No
TRN02633,EMP0861,Communication Skills,Coursera,2025-06-07,20,64,No
TRN02634,EMP0861,Agile & Scrum,Pluralsight,2025-06-18,16,62,No
TRN02635,EMP0861,Python for Data,Internal L&D,2025-07-17,40,76,No
TRN02636,EMP0861,React JS,LinkedIn Learning,2023-08-15,4,94,No
TRN02637,EMP0861,ML Fundamentals,Coursera,2023-07-01,4,81,No
TRN02638,EMP0862,Project Management,Udemy,2025-01-26,12,89,Yes
TRN02639,EMP0862,Design Thinking,Coursera,2023-11-01,20,62,No
TRN02640,EMP0863,Data Visualization,LinkedIn Learning,2024-03-30,40,74,Yes
TRN02641,EMP0863,ML Fundamentals,Udemy,2024-03-01,24,90,Yes
TRN02642,EMP0864,Cybersecurity Basics,Coursera,2025-03-10,40,70,No
TRN02643,EMP0864,React JS,Udemy,2024-08-12,4,67,No
TRN02644,EMP0864,Data Visualization,Udemy,2024-11-14,4,84,No
TRN02645,EMP0864,Leadership 101,Udemy,2024-02-24,16,89,No
TRN02646,EMP0865,Design Thinking,Udemy,2025-11-13,16,89,Yes
TRN02647,EMP0865,Excel Advanced,Pluralsight,2026-02-11,24,77,No
